,status,age,education,profession,device,account_balance,loan,mortgage,credit,positive,n_contact,l_call_duration,subscribed,p_campain,month,day
18204,single,40,doctoral,manager,cellular,0.07524386922355268,False,True,False,True,0.11290322580645161,0.28571428571428575,False,False,5,15
18205,married,43,master,teacher,cellular,0.08756090425800205,False,True,False,True,0.0,0.32467532467532473,False,False,4,20
18206,married,31,master,technician,cellular,0.07289344402860862,False,False,False,True,0.04838709677419355,0.16883116883116883,False,False,7,15
18207,single,39,doctoral,unemployed,cellular,0.09189859882377865,False,False,False,True,0.0,0.27272727272727276,True,False,2,2
18208,divorced,41,master,scientist,cellular,0.07457808354601488,False,False,False,True,0.0,0.29870129870129875,False,False,8,28
18209,married,56,master,technician,unknown,0.12101159072338624,False,False,False,True,0.0,0.4935064935064935,False,False,6,19
18210,single,31,doctoral,manager,unknown,0.08961878726130071,False,True,False,True,0.03225806451612903,0.16883116883116883,False,False,5,6
18211,married,26,bachelor,engineer,unknown,0.0665987430773421,True,True,True,False,0.0,0.10389610389610388,False,False,5,27
18212,married,35,master,scientist,unknown,0.07297414532285562,False,True,False,True,0.016129032258064516,0.2207792207792208,False,False,5,9
18213,married,51,master,scientist,cellular,0.07280265507258074,True,False,False,True,0.03225806451612903,0.42857142857142855,False,False,7,23
18214,single,57,doctoral,scientist,unknown,0.07925875861234126,False,False,False,True,0.0,0.5064935064935066,False,False,6,25
18215,single,30,master,engineer,unknown,0.07145090839394337,True,True,True,False,0.03225806451612903,0.15584415584415584,False,False,5,12
18216,divorced,39,doctoral,manager,cellular,0.07353905438258466,True,True,False,True,0.04838709677419355,0.27272727272727276,False,False,8,27
18217,married,33,doctoral,manager,cellular,0.10961253291099657,False,True,False,True,0.0,0.19480519480519481,False,False,7,10
18218,married,36,doctoral,student,cellular,0.0813670799245443,False,False,False,True,0.03225806451612903,0.2337662337662338,False,False,11,20
18219,married,45,bachelor,engineer,unknown,0.07763464506562025,False,True,False,True,0.016129032258064516,0.3506493506493507,False,False,5,14
18220,single,35,master,technician,cellular,0.07266142780764848,True,False,False,False,0.03225806451612903,0.2207792207792208,False,False,7,28
18221,married,31,master,engineer,unknown,0.0695645156409196,False,True,False,False,0.04838709677419355,0.16883116883116883,False,False,5,23
18222,married,47,master,manager,unknown,0.07871402487617396,False,True,False,True,0.03225806451612903,0.3766233766233767,False,False,5,14
18223,married,32,master,scientist,cellular,0.06905004489009493,False,True,False,False,0.016129032258064516,0.18181818181818182,False,False,8,13
18224,married,46,master,engineer,cellular,0.06990749614146938,True,False,True,False,0.016129032258064516,0.3636363636363637,False,False,7,10
18225,married,40,master,scientist,telephone,0.08332408631003421,False,False,False,True,0.0,0.28571428571428575,False,False,10,21
18226,married,28,master,technician,cellular,0.0692316228021507,True,True,False,False,0.016129032258064516,0.12987012987012986,False,True,5,7
18227,married,34,master,scientist,cellular,0.06966539225872836,False,False,False,False,0.04838709677419355,0.2077922077922078,False,False,8,13
18228,divorced,53,bachelor,manager,cellular,0.0726513401458676,True,True,False,False,0.0,0.45454545454545453,False,False,7,18
18229,married,54,doctoral,manager,telephone,0.07538509648848495,True,True,False,True,0.06451612903225806,0.4675324675324675,False,False,5,15
18230,divorced,37,master,student,cellular,0.07245967457203097,False,True,False,False,0.0,0.24675324675324678,False,True,5,12
18231,single,46,doctoral,manager,cellular,0.07624254773985939,False,False,False,True,0.08064516129032258,0.3636363636363637,False,False,8,11
18232,married,47,bachelor,engineer,cellular,0.07016977534777215,False,True,False,False,0.0,0.3766233766233767,False,False,5,15
18233,divorced,43,doctoral,manager,unknown,0.07682763212315019,False,True,False,True,0.0,0.32467532467532473,False,False,5,9
18234,married,38,master,engineer,cellular,0.0701899506713339,True,True,False,False,0.0,0.25974025974025977,False,True,11,18
18235,divorced,54,doctoral,manager,cellular,0.07280265507258074,False,False,False,True,0.08064516129032258,0.4675324675324675,False,False,8,28
18236,single,27,doctoral,unemployed,cellular,0.07146099605572426,False,True,False,False,0.03225806451612903,0.11688311688311687,False,True,9,11
18237,married,60,bachelor,accountant,cellular,0.07222765835107081,False,True,False,False,0.06451612903225806,0.5454545454545454,False,False,7,7
18238,married,43,doctoral,manager,cellular,0.07403334980984759,False,False,False,True,0.016129032258064516,0.32467532467532473,False,False,8,6
18239,single,30,doctoral,manager,cellular,0.08799467371457971,False,False,False,True,0.0,0.15584415584415584,False,False,8,4
18240,married,44,doctoral,teacher,unknown,0.07743289183000274,False,True,False,True,0.04838709677419355,0.3376623376623377,False,False,5,5
18241,married,38,master,engineer,unknown,0.0794504241861779,True,True,False,True,0.0,0.25974025974025977,False,False,5,20
18242,single,47,doctoral,manager,cellular,0.0741947523983416,False,True,False,True,0.016129032258064516,0.3766233766233767,False,False,11,18
18243,married,54,master,scientist,telephone,0.08488767388606996,False,True,False,True,0.016129032258064516,0.4675324675324675,False,False,7,25
18244,single,48,master,scientist,cellular,0.07560702504766421,False,False,False,True,0.016129032258064516,0.3896103896103896,False,False,8,7
18245,single,37,master,scientist,cellular,0.13858429754567192,False,False,False,True,0.08064516129032258,0.24675324675324678,False,False,11,20
18246,married,36,master,engineer,cellular,0.08492802453319347,True,True,False,True,0.0967741935483871,0.2337662337662338,False,False,5,14
18247,single,31,doctoral,technician,unknown,0.07082547336352908,False,True,False,False,0.22580645161290325,0.16883116883116883,False,False,6,2
18248,married,52,doctoral,manager,cellular,0.0763232490341064,False,False,False,True,0.0,0.44155844155844154,True,False,5,25
18249,divorced,62,doctoral,accountant,cellular,0.07280265507258074,False,False,False,True,0.016129032258064516,0.5714285714285714,True,False,11,13
18250,married,38,bachelor,engineer,cellular,0.11449496121294046,False,True,False,True,0.0,0.25974025974025977,False,False,5,12
18251,married,58,master,accountant,cellular,0.07457808354601488,False,False,False,True,0.0,0.5194805194805194,False,False,2,2
18252,married,44,doctoral,manager,unknown,0.08447407975305404,False,True,False,True,0.03225806451612903,0.3376623376623377,False,False,6,20
18253,married,45,master,manager,cellular,0.07684780744671194,False,False,False,True,0.03225806451612903,0.3506493506493507,True,False,8,6
18254,single,29,doctoral,manager,cellular,0.07280265507258074,False,True,False,True,0.0,0.14285714285714285,False,True,5,13
18255,single,36,doctoral,self-employed,cellular,0.08452451806195843,False,False,False,True,0.0,0.2337662337662338,True,False,2,3
18256,single,38,master,scientist,cellular,0.07782631063945689,False,True,False,True,0.016129032258064516,0.25974025974025977,False,True,5,15
18257,married,32,doctoral,manager,cellular,0.10147178985382979,True,False,False,True,0.0,0.18181818181818182,False,False,8,5
18258,divorced,51,bachelor,engineer,cellular,0.08402013497291463,False,True,False,True,0.0,0.42857142857142855,False,False,7,10
18259,married,44,doctoral,manager,telephone,0.07099696361380396,False,True,False,False,0.1774193548387097,0.3376623376623377,False,False,7,22
18260,married,42,bachelor,engineer,unknown,0.07784648596301864,False,True,False,True,0.016129032258064516,0.31168831168831174,False,False,5,8
18261,single,42,master,technician,unknown,0.07429562901615036,True,True,False,True,0.0,0.31168831168831174,False,False,10,22
18262,married,44,master,student,cellular,0.07428554135436947,False,True,False,True,0.0,0.3376623376623377,False,True,8,12
18263,married,40,master,retired,cellular,0.09698278036134006,True,True,False,True,0.016129032258064516,0.28571428571428575,False,False,2,6
18264,married,36,bachelor,engineer,telephone,0.08071138190878738,True,True,False,True,0.0,0.2337662337662338,False,False,11,18
18265,married,52,bachelor,retired,telephone,0.09635734533092576,False,True,False,True,0.0,0.44155844155844154,False,False,11,21
18266,single,32,master,teacher,cellular,0.0965490109047624,False,False,False,True,0.0,0.18181818181818182,True,False,11,19
18267,married,50,master,scientist,unknown,0.08267847595605815,False,True,False,True,0.3225806451612903,0.41558441558441556,False,False,6,20
18268,single,31,master,engineer,unknown,0.10186520866328395,False,True,False,True,0.06451612903225806,0.16883116883116883,False,False,5,26
18269,single,39,master,engineer,unknown,0.09859680624628019,False,True,False,True,0.03225806451612903,0.27272727272727276,False,False,6,5
18270,married,35,master,engineer,unknown,0.07303467129354088,False,True,False,True,0.06451612903225806,0.2207792207792208,False,False,5,8
18271,married,35,master,engineer,cellular,0.07513290494396305,False,True,False,True,0.0,0.2207792207792208,False,False,5,14
18272,married,39,master,engineer,unknown,0.09651874791941978,False,True,False,True,0.04838709677419355,0.27272727272727276,False,False,5,28
18273,married,32,doctoral,architect,unknown,0.07289344402860862,False,True,False,True,0.016129032258064516,0.18181818181818182,False,False,6,2
18274,single,41,master,scientist,cellular,0.07549606076807458,True,False,False,True,0.016129032258064516,0.29870129870129875,False,False,8,12
18275,divorced,31,master,teacher,cellular,0.07315572323491139,False,True,False,True,0.11290322580645161,0.16883116883116883,False,False,5,18
18276,married,50,doctoral,retired,cellular,0.13477116139250084,False,False,False,True,0.12903225806451613,0.41558441558441556,False,False,11,21
18277,divorced,36,doctoral,retired,cellular,0.10373142609274598,False,False,False,True,0.04838709677419355,0.2337662337662338,True,True,6,9
18278,married,67,bachelor,accountant,cellular,0.14966055018107355,False,False,False,True,0.0,0.6363636363636365,False,False,2,26
18279,married,80,master,accountant,telephone,0.07358949269148905,False,False,False,True,0.016129032258064516,0.8051948051948052,False,False,10,27
18280,divorced,49,master,technician,unknown,0.07537500882670407,False,True,False,True,0.016129032258064516,0.40259740259740256,False,False,5,26
18281,single,48,doctoral,manager,cellular,0.07656535291684742,False,False,False,True,0.016129032258064516,0.3896103896103896,False,False,7,21
18282,married,59,bachelor,engineer,unknown,0.15053817675600972,False,False,False,True,0.016129032258064516,0.5324675324675325,False,False,6,5
18283,single,32,master,scientist,cellular,0.09405735844488608,False,True,False,True,0.0,0.18181818181818182,False,False,7,18
18284,married,49,bachelor,retired,cellular,0.07536492116492319,True,True,False,True,0.0,0.40259740259740256,False,False,5,13
18285,single,41,doctoral,manager,unknown,0.07512281728218217,False,True,False,True,0.08064516129032258,0.29870129870129875,False,False,6,3
18286,single,40,master,engineer,cellular,0.07335747647052891,False,False,True,True,0.016129032258064516,0.28571428571428575,False,False,7,23
18287,single,30,master,scientist,cellular,0.09590340055078635,False,False,False,True,0.016129032258064516,0.15584415584415584,True,False,4,8
18288,divorced,26,master,teacher,unknown,0.0873288880370419,True,True,False,True,0.03225806451612903,0.10389610389610388,False,False,5,30
18289,married,52,doctoral,manager,cellular,0.07280265507258074,False,True,False,True,0.0,0.44155844155844154,False,True,2,3
18290,single,44,master,engineer,unknown,0.07087591167243346,True,True,False,False,0.04838709677419355,0.3376623376623377,False,False,5,7
18291,single,31,doctoral,manager,cellular,0.112013396414845,False,True,False,True,0.016129032258064516,0.16883116883116883,False,True,3,29
18292,married,39,doctoral,manager,cellular,0.07322633686737752,False,False,True,True,0.03225806451612903,0.27272727272727276,False,True,11,21
18293,single,39,doctoral,manager,unknown,0.07621228475451676,False,True,False,True,0.016129032258064516,0.27272727272727276,False,False,5,8
18294,married,43,master,technician,unknown,0.07280265507258074,False,False,False,True,0.1774193548387097,0.32467532467532473,False,False,6,20
18295,married,20,master,unemployed,cellular,0.07545571012095108,False,False,False,True,0.0,0.025974025974025983,False,False,5,4
18296,married,45,master,engineer,unknown,0.08301136879482705,False,True,False,True,0.0,0.3506493506493507,False,False,5,19
18297,single,35,doctoral,manager,cellular,0.07580877828328172,False,True,False,True,0.06451612903225806,0.2207792207792208,False,False,5,18
18298,married,32,bachelor,engineer,unknown,0.0746991354873854,True,True,False,True,0.4838709677419355,0.18181818181818182,False,False,6,20
18299,married,43,master,engineer,cellular,0.07503202832615428,False,True,False,True,0.0,0.32467532467532473,False,False,4,16
18300,married,31,doctoral,manager,cellular,0.07408378811875196,False,True,False,True,0.016129032258064516,0.16883116883116883,True,True,2,4
18301,single,36,master,scientist,cellular,0.07533465817958057,False,True,False,True,0.0,0.2337662337662338,False,False,7,21
18302,married,31,bachelor,engineer,unknown,0.07816929114000667,False,True,False,True,0.03225806451612903,0.16883116883116883,False,False,5,14
18303,married,45,doctoral,manager,cellular,0.07856270994946082,False,True,False,True,0.0,0.3506493506493507,False,False,7,25
18304,married,50,master,teacher,cellular,0.1233620159183303,False,False,False,True,0.04838709677419355,0.41558441558441556,False,False,8,7
18305,married,57,master,accountant,cellular,0.07876446318507835,False,False,False,True,0.0,0.5064935064935066,False,False,8,5
18306,married,27,master,engineer,cellular,0.06749654497584007,False,True,True,False,0.016129032258064516,0.11688311688311687,False,False,5,7
18307,married,39,master,teacher,cellular,0.08350566422208998,False,False,False,True,0.0,0.27272727272727276,True,False,5,25
18308,married,28,master,teacher,telephone,0.07280265507258074,False,True,False,True,0.0967741935483871,0.12987012987012986,False,False,5,14
18309,married,54,doctoral,manager,telephone,0.07921840796521776,False,True,False,True,0.016129032258064516,0.4675324675324675,False,False,7,23
18310,married,34,master,manager,cellular,0.08058024230563599,False,True,False,True,0.08064516129032258,0.2077922077922078,False,False,8,22
18311,married,59,master,teacher,cellular,0.07310528492600701,False,True,False,True,0.0,0.5324675324675325,False,False,5,11
18312,married,31,doctoral,student,cellular,0.0970029556849018,False,False,False,True,0.016129032258064516,0.16883116883116883,True,True,11,10
18313,married,51,master,scientist,cellular,0.07792718725726565,True,False,False,True,0.016129032258064516,0.42857142857142855,False,False,7,8
18314,married,42,master,engineer,cellular,0.07421492772190336,False,False,False,True,0.04838709677419355,0.31168831168831174,False,False,7,21
18315,married,31,doctoral,scientist,cellular,0.10178450736903694,False,True,False,True,0.0,0.16883116883116883,False,True,9,7
18316,married,34,doctoral,manager,cellular,0.07984384299563205,False,True,False,True,0.016129032258064516,0.2077922077922078,False,False,7,25
18317,single,28,master,unemployed,cellular,0.07457808354601488,False,False,False,True,0.03225806451612903,0.12987012987012986,True,False,7,2
18318,married,31,master,teacher,unknown,0.06966539225872836,False,False,False,False,0.0,0.16883116883116883,False,False,5,9
18319,married,44,master,scientist,unknown,0.07280265507258074,False,True,False,True,0.016129032258064516,0.3376623376623377,False,False,5,5
18320,single,35,doctoral,manager,cellular,0.07291361935217038,False,False,False,True,0.0,0.2207792207792208,False,False,7,7
18321,married,29,master,scientist,cellular,0.0882065146119781,False,True,False,True,0.04838709677419355,0.14285714285714285,False,False,5,12
18322,married,44,master,engineer,unknown,0.07808858984575966,True,False,False,True,0.0,0.3376623376623377,False,False,5,5
18323,married,50,master,technician,unknown,0.07079521037818645,True,False,False,False,0.0,0.41558441558441556,False,False,7,3
18324,married,50,bachelor,engineer,cellular,0.0743158043397121,False,False,False,True,0.0,0.41558441558441556,False,False,11,19
18325,single,41,doctoral,manager,cellular,0.11344584438772938,False,False,False,True,0.016129032258064516,0.29870129870129875,False,False,8,4
18326,married,43,doctoral,manager,cellular,0.07505220364971604,False,False,False,True,0.04838709677419355,0.32467532467532473,False,False,8,7
18327,married,35,master,self-employed,cellular,0.08237584610263188,True,True,True,True,0.0,0.2207792207792208,False,False,11,21
18328,married,49,master,engineer,cellular,0.07951095015686316,False,True,False,True,0.016129032258064516,0.40259740259740256,False,False,8,6
18329,married,30,master,teacher,cellular,0.07280265507258074,False,True,False,True,0.0,0.15584415584415584,False,False,5,7
18331,divorced,46,master,engineer,cellular,0.07432589200149299,False,True,False,True,0.0,0.3636363636363637,False,True,4,20
18332,married,49,doctoral,scientist,cellular,0.10662658502385733,False,False,False,True,0.016129032258064516,0.40259740259740256,True,False,8,5
18333,married,37,doctoral,retired,unknown,0.11636117864240249,False,True,False,True,0.016129032258064516,0.24675324675324678,False,False,5,20
18334,married,38,master,self-employed,unknown,0.07466887250204277,False,True,False,True,0.016129032258064516,0.25974025974025977,False,False,5,20
18335,single,45,doctoral,manager,cellular,0.09579243627119671,False,False,False,True,0.08064516129032258,0.3506493506493507,False,False,7,29
18336,married,33,doctoral,manager,cellular,0.09919197829135186,False,False,False,True,0.0,0.19480519480519481,False,False,8,8
18337,married,54,bachelor,engineer,cellular,0.08958852427595809,False,False,False,True,0.04838709677419355,0.4675324675324675,False,False,8,12
18338,divorced,35,master,technician,unknown,0.08069120658522562,False,True,False,True,0.0,0.2207792207792208,False,False,5,29
18339,divorced,46,master,scientist,unknown,0.07397282383916233,False,False,False,True,0.016129032258064516,0.3636363636363637,False,False,6,25
18340,divorced,52,bachelor,accountant,cellular,0.07601053151889925,False,False,False,True,0.04838709677419355,0.44155844155844154,False,False,7,31
18341,single,30,doctoral,manager,cellular,0.0766157912257518,False,False,False,True,0.03225806451612903,0.15584415584415584,False,False,8,25
18342,married,61,master,accountant,cellular,0.07715043730013821,False,False,False,True,0.06451612903225806,0.5584415584415585,False,False,7,22
18343,married,47,doctoral,manager,telephone,0.09373455326789805,False,False,False,True,0.04838709677419355,0.3766233766233767,True,False,8,6
18344,married,48,master,engineer,cellular,0.07867367422905046,False,False,False,True,0.11290322580645161,0.3896103896103896,False,False,8,29
18345,married,27,master,technician,unknown,0.11042963351524751,False,True,False,True,0.0,0.11688311688311687,False,False,6,4
18346,single,33,master,manager,unknown,0.07370045697107869,False,True,False,True,0.16129032258064518,0.19480519480519481,False,False,5,26
18347,married,46,bachelor,engineer,cellular,0.0991718029677901,False,False,False,True,0.016129032258064516,0.3636363636363637,False,False,4,20
18348,married,43,doctoral,retired,cellular,0.08100392410043278,False,True,False,True,0.0,0.32467532467532473,False,False,4,7
18349,married,32,doctoral,teacher,cellular,0.1173598571587092,True,False,False,True,0.016129032258064516,0.18181818181818182,False,False,5,13
18350,divorced,42,master,scientist,cellular,0.07835086905206243,False,True,False,True,0.016129032258064516,0.31168831168831174,False,True,4,16
18351,married,63,master,accountant,cellular,0.07922849562699863,False,False,False,True,0.016129032258064516,0.5844155844155845,False,False,11,17
18352,married,49,bachelor,engineer,unknown,0.06965530459694748,True,True,False,False,0.03225806451612903,0.40259740259740256,False,False,6,4
18353,married,37,master,technician,cellular,0.1193975648384461,False,False,False,True,0.11290322580645161,0.24675324675324678,False,False,7,31
18354,single,39,master,scientist,cellular,0.07373071995642132,False,True,False,True,0.016129032258064516,0.27272727272727276,False,False,8,14
18355,married,52,doctoral,manager,cellular,0.07913770667097075,False,True,False,True,0.016129032258064516,0.44155844155844154,False,False,7,11
18356,married,42,master,technician,unknown,0.08215391754345261,False,False,False,True,0.03225806451612903,0.31168831168831174,False,False,6,9
18357,married,36,doctoral,engineer,cellular,0.06795048975597948,False,True,False,False,0.0,0.2337662337662338,False,False,2,4
18358,married,30,bachelor,engineer,unknown,0.1268725222180751,True,True,False,True,0.0,0.15584415584415584,False,False,7,4
18359,married,33,master,engineer,cellular,0.07404343747162846,True,False,False,True,0.1774193548387097,0.19480519480519481,False,False,7,18
18360,married,47,doctoral,manager,cellular,0.08777274515540044,False,True,False,True,0.016129032258064516,0.3766233766233767,False,False,5,5
18361,married,50,master,engineer,cellular,0.08112497604180328,False,True,False,True,0.016129032258064516,0.41558441558441556,False,False,7,30
18362,single,34,doctoral,manager,cellular,0.07627281072520202,False,False,False,True,0.0,0.2077922077922078,False,True,2,5
18363,married,58,doctoral,manager,unknown,0.07471931081094714,False,False,False,True,0.016129032258064516,0.5194805194805194,False,False,5,7
18364,married,33,doctoral,scientist,cellular,0.09981741332176616,False,True,False,True,0.016129032258064516,0.19480519480519481,False,True,11,9
18365,married,54,master,engineer,telephone,0.09138412807295399,False,False,False,True,0.0967741935483871,0.4675324675324675,False,True,2,9
18366,married,58,bachelor,manager,unknown,0.07570790166547298,False,True,False,True,0.016129032258064516,0.5194805194805194,False,False,5,30
18367,single,28,master,scientist,cellular,0.0859973166819663,False,True,False,True,0.0,0.12987012987012986,False,True,5,12
18368,married,49,doctoral,manager,unknown,0.07396273617738146,False,True,False,True,0.0,0.40259740259740256,False,False,5,19
18369,single,32,doctoral,scientist,cellular,0.0940472707831052,False,False,False,True,0.0,0.18181818181818182,False,True,5,26
18371,married,31,master,technician,unknown,0.07447720692820613,False,True,False,True,0.03225806451612903,0.16883116883116883,False,False,5,12
18372,single,28,master,scientist,cellular,0.07680745679958843,True,False,False,True,0.016129032258064516,0.12987012987012986,False,False,7,9
18373,married,50,bachelor,engineer,unknown,0.1864603403577085,False,True,False,True,0.0,0.41558441558441556,False,False,10,18
18374,married,43,bachelor,engineer,unknown,0.09645822194873452,False,True,False,True,0.04838709677419355,0.32467532467532473,False,False,5,15
18375,married,39,master,technician,cellular,0.07476974911985151,False,True,False,True,0.0,0.27272727272727276,False,True,4,8
18376,married,56,bachelor,engineer,cellular,0.08031796309933321,False,True,False,True,0.0,0.4935064935064935,False,True,5,14
18377,divorced,53,bachelor,accountant,cellular,0.07258072651340147,True,False,False,False,0.03225806451612903,0.45454545454545453,False,False,7,14
18378,single,28,master,self-employed,cellular,0.10424589684357063,False,False,False,True,0.0,0.12987012987012986,False,False,2,3
18379,married,39,doctoral,manager,cellular,0.0970029556849018,False,False,False,True,0.016129032258064516,0.27272727272727276,False,False,8,7
18380,married,57,master,accountant,cellular,0.12104185370872886,False,False,False,True,0.0,0.5064935064935066,True,False,6,3
18381,married,34,doctoral,scientist,unknown,0.07539518415026582,True,True,False,True,0.04838709677419355,0.2077922077922078,False,False,5,29
18382,married,54,doctoral,manager,cellular,0.07367019398573606,False,False,False,True,0.0,0.4675324675324675,False,False,7,11
18383,married,34,master,technician,cellular,0.06890881762516267,False,True,False,False,0.0,0.2077922077922078,False,False,5,6
18384,married,36,master,engineer,cellular,0.07280265507258074,False,True,False,True,0.0,0.2337662337662338,False,False,7,17
18385,single,38,bachelor,engineer,unknown,0.07725131391794697,True,True,False,True,0.0,0.25974025974025977,False,False,8,25
18386,married,34,master,technician,cellular,0.08556354722538864,False,True,False,True,0.0,0.2077922077922078,True,False,5,27
18387,single,33,master,architect,cellular,0.07453773289889137,False,False,False,True,0.016129032258064516,0.19480519480519481,False,False,2,9
18388,married,44,doctoral,manager,cellular,0.0796622650835763,False,True,False,True,0.016129032258064516,0.3376623376623377,False,False,7,11
18389,single,31,doctoral,manager,unknown,0.08561398553429302,False,True,False,True,0.04838709677419355,0.16883116883116883,False,False,5,27
18390,single,26,master,unemployed,cellular,0.07408378811875196,False,False,False,True,0.0,0.10389610389610388,False,False,7,22
18391,single,32,doctoral,manager,cellular,0.07483027509053677,False,False,False,True,0.0,0.18181818181818182,False,False,1,29
18392,married,46,bachelor,engineer,cellular,0.07320616154381578,True,False,False,True,0.12903225806451613,0.3636363636363637,False,False,7,10
18393,married,46,doctoral,scientist,cellular,0.06751672029940181,False,True,False,False,0.04838709677419355,0.3636363636363637,False,True,5,5
18394,married,34,master,scientist,unknown,0.08082234618837701,False,True,False,True,0.0,0.2077922077922078,False,False,5,21
18395,married,39,doctoral,manager,cellular,0.07526404454711444,False,True,False,True,0.0,0.27272727272727276,True,False,8,12
18396,married,60,master,scientist,unknown,0.08110480071824153,False,False,False,True,0.0,0.5454545454545454,False,False,8,4
18397,single,44,master,engineer,cellular,0.07089608699599521,False,True,False,False,0.04838709677419355,0.3376623376623377,False,False,5,11
18398,single,31,doctoral,manager,cellular,0.08127629096851642,False,True,False,True,0.0,0.16883116883116883,False,False,7,9
18399,single,35,master,teacher,cellular,0.07658552824040916,False,True,False,True,0.03225806451612903,0.2207792207792208,False,False,7,14
18400,married,37,master,scientist,unknown,0.07678728147602668,False,True,False,True,0.016129032258064516,0.24675324675324678,False,False,5,20
18401,married,47,bachelor,engineer,cellular,0.07810876516932141,True,True,False,True,0.016129032258064516,0.3766233766233767,False,False,8,14
18402,married,38,bachelor,engineer,unknown,0.0773219275504131,False,True,False,True,0.016129032258064516,0.25974025974025977,False,False,5,29
18403,married,53,bachelor,scientist,cellular,0.07280265507258074,False,False,False,True,0.0,0.45454545454545453,False,False,7,21
18404,single,34,doctoral,scientist,cellular,0.08223461883769961,False,False,False,True,0.03225806451612903,0.2077922077922078,False,False,8,11
18405,married,33,master,scientist,cellular,0.11895370772008756,False,False,False,True,0.0,0.19480519480519481,False,False,4,12
18406,divorced,30,master,technician,cellular,0.07350879139724205,False,True,False,True,0.0,0.15584415584415584,False,False,7,24
18407,divorced,35,bachelor,architect,unknown,0.08610828096155593,False,False,False,True,0.0,0.2207792207792208,False,False,6,20
18408,single,27,doctoral,manager,cellular,0.09841522833422442,False,True,False,True,0.016129032258064516,0.11688311688311687,False,False,4,17
18409,single,27,master,technician,unknown,0.07500176534081167,True,True,False,True,0.0,0.11688311688311687,False,False,5,28
18410,married,35,doctoral,manager,cellular,0.07290353169038949,False,False,False,True,0.2903225806451613,0.2207792207792208,False,False,7,31
18411,married,27,doctoral,technician,cellular,0.09872794584943156,False,False,False,True,0.016129032258064516,0.11688311688311687,True,True,7,22
18412,married,35,doctoral,manager,cellular,0.07609123281314625,False,False,False,True,0.11290322580645161,0.2207792207792208,False,False,8,12
18413,married,53,doctoral,scientist,cellular,0.07671666784356056,False,True,False,True,0.0,0.45454545454545453,False,True,5,5
18414,single,40,doctoral,scientist,cellular,0.07322633686737752,False,False,False,True,0.04838709677419355,0.28571428571428575,False,False,8,20
18415,married,29,master,self-employed,unknown,0.07625263540164026,True,False,False,True,0.016129032258064516,0.14285714285714285,False,False,5,12
18416,married,59,master,scientist,cellular,0.0751530802675248,False,False,False,True,0.0,0.5324675324675325,True,True,6,15
18417,single,31,doctoral,student,cellular,0.09630690702202138,False,False,False,True,0.0,0.16883116883116883,True,False,11,21
18418,married,36,master,student,cellular,0.07451755757532963,False,True,False,True,0.0,0.2337662337662338,False,False,7,22
18419,single,36,doctoral,student,cellular,0.07599035619533749,False,False,False,True,0.0,0.2337662337662338,False,False,2,5
18420,married,60,master,architect,telephone,0.07280265507258074,False,False,False,True,0.016129032258064516,0.5454545454545454,True,True,8,3
18421,married,51,master,manager,unknown,0.07407370045697109,False,True,False,True,0.14516129032258063,0.42857142857142855,False,False,5,21
18422,married,32,bachelor,engineer,unknown,0.07424519070724597,False,True,False,True,0.03225806451612903,0.18181818181818182,False,False,5,21
18423,married,38,doctoral,retired,cellular,0.07434606732505473,False,True,False,True,0.0,0.25974025974025977,True,False,5,18
18424,married,47,master,teacher,unknown,0.11658310720158176,False,True,False,True,0.06451612903225806,0.3766233766233767,False,False,5,21
18425,single,40,master,scientist,unknown,0.07276230442545724,False,True,False,True,0.016129032258064516,0.28571428571428575,False,False,5,6
18426,divorced,58,doctoral,manager,cellular,0.12456244767025453,False,False,False,True,0.0,0.5194805194805194,True,False,2,2
18427,divorced,58,bachelor,accountant,cellular,0.07290353169038949,True,False,False,True,0.06451612903225806,0.5194805194805194,False,False,7,10
18428,single,33,doctoral,manager,cellular,0.08163944679262794,False,False,False,True,0.0,0.19480519480519481,False,False,1,29
18429,single,37,doctoral,manager,cellular,0.07376098294176393,False,True,False,True,0.0,0.24675324675324678,False,False,5,8
18430,married,32,doctoral,manager,cellular,0.07519343091464831,False,False,False,True,0.0,0.18181818181818182,False,False,8,22
18431,married,32,master,teacher,cellular,0.08110480071824153,False,False,False,True,0.0,0.18181818181818182,False,True,12,29
18432,divorced,29,master,technician,cellular,0.07738245352109835,False,True,False,True,0.0,0.14285714285714285,False,False,5,7
18433,married,44,doctoral,retired,cellular,0.1196094057358445,False,True,False,True,0.0,0.3376623376623377,False,False,2,4
18434,married,47,doctoral,manager,cellular,0.09333104679666301,False,False,False,True,0.016129032258064516,0.3766233766233767,False,False,7,31
18435,married,34,master,scientist,cellular,0.07523378156177181,False,False,False,True,0.04838709677419355,0.2077922077922078,False,False,8,11
18436,single,36,doctoral,manager,cellular,0.07287326870504687,False,False,False,True,0.0967741935483871,0.2337662337662338,False,False,7,29
18437,married,41,master,technician,cellular,0.08075173255591088,True,False,False,True,0.08064516129032258,0.29870129870129875,False,False,8,27
18438,married,50,master,technician,cellular,0.07496141469368817,False,True,False,True,0.06451612903225806,0.41558441558441556,False,False,8,12
18439,married,35,master,teacher,unknown,0.07282283039614248,False,False,False,True,0.0,0.2207792207792208,False,False,6,16
18440,married,29,bachelor,engineer,cellular,0.07501185300259254,True,False,False,True,0.016129032258064516,0.14285714285714285,False,False,7,11
